"Date Time","Date Time(RAW)","Value (volume)","Value (volume)(RAW)","Value (speed)","Value (speed)(RAW)","Downtime","Downtime(RAW)","Coverage","Coverage(RAW)"
"9/14/2025 1:00:00 PM - 2:00:00 PM","45914.2916666667","1,146,179 Kbit","146710943.8744","318 Kbit/s","40756.5496","0 %","0.0000","100 %","0000009999"
"9/14/2025 2:00:00 PM - 3:00:00 PM","45914.3333333333","1,136,871 Kbit","145519447.9850","316 Kbit/s","40425.3254","0 %","0.0000","100 %","0000009999"
"9/14/2025 3:00:00 PM - 4:00:00 PM","45914.3750000000","1,616,811 Kbit","206951848.4372","449 Kbit/s","57490.9364","0 %","0.0000","100 %","0000009999"
"9/14/2025 4:00:00 PM - 5:00:00 PM","45914.4166666667","1,185,959 Kbit","151802688.0520","329 Kbit/s","42170.4590","0 %","0.0000","100 %","0000009999"
"9/14/2025 5:00:00 PM - 6:00:00 PM","45914.4583333333","1,411,206 Kbit","180634423.0230","392 Kbit/s","50180.1315","0 %","0.0000","100 %","0000009999"
"9/14/2025 6:00:00 PM - 7:00:00 PM","45914.5000000000","1,282,926 Kbit","164214568.2376","356 Kbit/s","45618.7060","0 %","0.0000","100 %","0000009999"
"9/14/2025 7:00:00 PM - 8:00:00 PM","45914.5416666667","1,119,865 Kbit","143342664.8586","311 Kbit/s","39820.8359","0 %","0.0000","100 %","0000009999"
"9/14/2025 8:00:00 PM - 9:00:00 PM","45914.5833333333","1,147,166 Kbit","146837235.7860","319 Kbit/s","40791.7470","0 %","0.0000","100 %","0000009999"
"9/14/2025 9:00:00 PM - 10:00:00 PM","45914.6250000000","1,159,008 Kbit","148353057.4600","322 Kbit/s","41212.5025","0 %","0.0000","100 %","0000009999"
"9/14/2025 10:00:00 PM - 11:00:00 PM","45914.6666666667","1,125,284 Kbit","144036311.1591","313 Kbit/s","40013.3097","0 %","0.0000","100 %","0000009999"
"9/14/2025 11:00:00 PM - 12:00:00 AM","45914.7083333333","1,098,192 Kbit","140568597.5714","305 Kbit/s","39049.8699","0 %","0.0000","100 %","0000009999"
"9/15/2025 12:00:00 AM - 1:00:00 AM","45914.7500000000","1,187,742 Kbit","152030988.8897","330 Kbit/s","42234.2324","0 %","0.0000","100 %","0000009999"
"9/15/2025 1:00:00 AM - 2:00:00 AM","45914.7916666667","1,148,435 Kbit","146999618.8323","319 Kbit/s","40836.9708","0 %","0.0000","100 %","0000009999"
"9/15/2025 2:00:00 AM - 3:00:00 AM","45914.8333333333","1,163,931 Kbit","148983133.1916","323 Kbit/s","41387.7676","0 %","0.0000","100 %","0000009999"
"9/15/2025 3:00:00 AM - 4:00:00 AM","45914.8750000000","1,145,358 Kbit","146605850.2708","318 Kbit/s","40727.1281","0 %","0.0000","100 %","0000009999"
"9/15/2025 4:00:00 AM - 5:00:00 AM","45914.9166666667","1,140,353 Kbit","145965156.4725","317 Kbit/s","40549.8191","0 %","0.0000","100 %","0000009999"
"9/15/2025 5:00:00 AM - 6:00:00 AM","45914.9583333333","1,115,825 Kbit","142825602.3816","310 Kbit/s","39676.9746","0 %","0.0000","100 %","0000009999"
"9/15/2025 6:00:00 AM - 7:00:00 AM","45915.0000000000","2,534,589 Kbit","324427330.8789","704 Kbit/s","90126.9647","0 %","0.0000","100 %","0000009999"
"9/15/2025 7:00:00 AM - 8:00:00 AM","45915.0416666667","9,497,819 Kbit","1215720811.3033","2,639 Kbit/s","337731.1841","0 %","0.0000","100 %","0000009999"
"9/15/2025 8:00:00 AM - 9:00:00 AM","45915.0833333333","47,475,890 Kbit","6076913883.2483","13,189 Kbit/s","1688177.0050","0 %","0.0000","100 %","0000009999"
"9/15/2025 9:00:00 AM - 10:00:00 AM","45915.1250000000","171,143,124 Kbit","21906319857.7508","47,543 Kbit/s","6085528.3598","0 %","0.0000","100 %","0000009999"
"9/15/2025 10:00:00 AM - 11:00:00 AM","45915.1666666667","184,611,774 Kbit","23630307134.9042","51,285 Kbit/s","6564484.7752","0 %","0.0000","100 %","0000009999"
"9/15/2025 11:00:00 AM - 12:00:00 PM","45915.2083333333","188,065,676 Kbit","24072406556.8268","52,245 Kbit/s","6687336.8772","0 %","0.0000","100 %","0000009999"
"9/15/2025 12:00:00 PM - 1:00:00 PM","45915.2500000000","92,922,932 Kbit","11894135304.7958","25,814 Kbit/s","3304211.0028","0 %","0.0000","100 %","0000009999"
"9/15/2025 1:00:00 PM - 2:00:00 PM","45915.2916666667","135,877,560 Kbit","17392327711.7957","37,747 Kbit/s","4831604.7759","0 %","0.0000","100 %","0000009999"
"9/15/2025 2:00:00 PM - 3:00:00 PM","45915.3333333333","206,795,709 Kbit","26469850806.7255","57,448 Kbit/s","7353328.6867","0 %","0.0000","100 %","0000009999"
"9/15/2025 3:00:00 PM - 4:00:00 PM","45915.3750000000","154,910,179 Kbit","19828502884.4996","43,034 Kbit/s","5508407.1041","0 %","0.0000","100 %","0000009999"
"9/15/2025 4:00:00 PM - 5:00:00 PM","45915.4166666667","102,527,041 Kbit","13123461300.7597","28,482 Kbit/s","3645729.9818","0 %","0.0000","100 %","0000009999"
"9/15/2025 5:00:00 PM - 6:00:00 PM","45915.4583333333","66,353,912 Kbit","8493300710.6035","18,433 Kbit/s","2359446.8180","0 %","0.0000","100 %","0000009999"
"9/15/2025 6:00:00 PM - 7:00:00 PM","45915.5000000000","14,634,927 Kbit","1873270653.8633","4,066 Kbit/s","520394.8801","0 %","0.0000","100 %","0000009999"
"9/15/2025 7:00:00 PM - 8:00:00 PM","45915.5416666667","2,681,685 Kbit","343255634.1997","745 Kbit/s","95356.7337","0 %","0.0000","100 %","0000009999"
"9/15/2025 8:00:00 PM - 9:00:00 PM","45915.5833333333","1,160,086 Kbit","148490962.2147","322 Kbit/s","41251.0417","0 %","0.0000","100 %","0000009999"
"9/15/2025 9:00:00 PM - 10:00:00 PM","45915.6250000000","1,139,611 Kbit","145870147.1524","317 Kbit/s","40522.0742","0 %","0.0000","100 %","0000009999"
"9/15/2025 10:00:00 PM - 11:00:00 PM","45915.6666666667","1,196,004 Kbit","153088516.5379","332 Kbit/s","42527.7775","0 %","0.0000","100 %","0000009999"
"9/15/2025 11:00:00 PM - 12:00:00 AM","45915.7083333333","1,187,693 Kbit","152024700.7059","330 Kbit/s","42232.4856","0 %","0.0000","100 %","0000009999"
"9/16/2025 12:00:00 AM - 1:00:00 AM","45915.7500000000","1,223,228 Kbit","156573150.4724","340 Kbit/s","43496.0456","0 %","0.0000","100 %","0000009999"
"9/16/2025 1:00:00 AM - 2:00:00 AM","45915.7916666667","1,159,156 Kbit","148371999.1745","322 Kbit/s","41217.8790","0 %","0.0000","100 %","0000009999"
"9/16/2025 2:00:00 AM - 3:00:00 AM","45915.8333333333","1,145,045 Kbit","146565721.4856","318 Kbit/s","40716.2065","0 %","0.0000","100 %","0000009999"
"9/16/2025 3:00:00 AM - 4:00:00 AM","45915.8750000000","1,170,073 Kbit","149769350.5297","325 Kbit/s","41606.0645","0 %","0.0000","100 %","0000009999"
"9/16/2025 4:00:00 AM - 5:00:00 AM","45915.9166666667","1,161,759 Kbit","148705162.6922","323 Kbit/s","41310.3174","0 %","0.0000","100 %","0000009999"
"9/16/2025 5:00:00 AM - 6:00:00 AM","45915.9583333333","1,126,534 Kbit","144196354.1841","313 Kbit/s","40057.9923","0 %","0.0000","100 %","0000009999"
"9/16/2025 6:00:00 AM - 7:00:00 AM","45916.0000000000","2,066,792 Kbit","264549339.3259","574 Kbit/s","73491.2353","0 %","0.0000","100 %","0000009999"
"9/16/2025 7:00:00 AM - 8:00:00 AM","45916.0416666667","9,280,775 Kbit","1187939247.3976","2,578 Kbit/s","330009.7084","0 %","0.0000","100 %","0000009999"
"9/16/2025 8:00:00 AM - 9:00:00 AM","45916.0833333333","86,025,607 Kbit","11011277729.5055","23,898 Kbit/s","3058968.6637","0 %","0.0000","100 %","0000009999"
"9/16/2025 9:00:00 AM - 10:00:00 AM","45916.1250000000","185,574,260 Kbit","23753505228.6769","51,552 Kbit/s","6598709.1298","0 %","0.0000","100 %","0000009999"
"9/16/2025 10:00:00 AM - 11:00:00 AM","45916.1666666667","239,663,777 Kbit","30676963424.8847","66,579 Kbit/s","8522159.9271","0 %","0.0000","100 %","0000009999"
"9/16/2025 11:00:00 AM - 12:00:00 PM","45916.2083333333","248,494,611 Kbit","31807310182.6738","69,032 Kbit/s","8836124.8282","0 %","0.0000","100 %","0000009999"
"9/16/2025 12:00:00 PM - 1:00:00 PM","45916.2500000000","195,469,316 Kbit","25020072404.2206","54,302 Kbit/s","6950599.3289","0 %","0.0000","100 %","0000009999"
"9/16/2025 1:00:00 PM - 2:00:00 PM","45916.2916666667","230,539,582 Kbit","29509066498.1478","64,044 Kbit/s","8197600.5073","0 %","0.0000","100 %","0000009999"
"9/16/2025 2:00:00 PM - 3:00:00 PM","45916.3333333333","209,072,142 Kbit","26761234145.4887","58,080 Kbit/s","7434275.0237","0 %","0.0000","100 %","0000009999"
"9/16/2025 3:00:00 PM - 4:00:00 PM","45916.3750000000","211,995,801 Kbit","27135462490.4576","58,892 Kbit/s","7538235.7163","0 %","0.0000","100 %","0000009999"
"9/16/2025 4:00:00 PM - 5:00:00 PM","45916.4166666667","182,868,924 Kbit","23407222212.3237","50,801 Kbit/s","6502529.9850","0 %","0.0000","100 %","0000009999"
"9/16/2025 5:00:00 PM - 6:00:00 PM","45916.4583333333","100,046,100 Kbit","12805900736.4947","27,793 Kbit/s","3557510.8722","0 %","0.0000","100 %","0000009999"
"9/16/2025 6:00:00 PM - 7:00:00 PM","45916.5000000000","14,379,906 Kbit","1840627932.3972","3,995 Kbit/s","511325.3065","0 %","0.0000","100 %","0000009999"
"9/16/2025 7:00:00 PM - 8:00:00 PM","45916.5416666667","1,939,891 Kbit","248306009.9170","539 Kbit/s","68979.8316","0 %","0.0000","100 %","0000009999"
"9/16/2025 8:00:00 PM - 9:00:00 PM","45916.5833333333","1,237,298 Kbit","158374119.5246","344 Kbit/s","43996.3551","0 %","0.0000","100 %","0000009999"
"9/16/2025 9:00:00 PM - 10:00:00 PM","45916.6250000000","1,202,193 Kbit","153880733.9626","334 Kbit/s","42748.4482","0 %","0.0000","100 %","0000009999"
"9/16/2025 10:00:00 PM - 11:00:00 PM","45916.6666666667","1,184,615 Kbit","151630671.2020","329 Kbit/s","42122.9071","0 %","0.0000","100 %","0000009999"
"9/16/2025 11:00:00 PM - 12:00:00 AM","45916.7083333333","1,152,127 Kbit","147472264.5266","320 Kbit/s","40967.4767","0 %","0.0000","100 %","0000009999"
"9/17/2025 12:00:00 AM - 1:00:00 AM","45916.7500000000","1,224,440 Kbit","156728375.1940","340 Kbit/s","43539.4090","0 %","0.0000","100 %","0000009999"
"9/17/2025 1:00:00 AM - 2:00:00 AM","45916.7916666667","1,150,642 Kbit","147282195.5934","320 Kbit/s","40915.4716","0 %","0.0000","100 %","0000009999"
"9/17/2025 2:00:00 AM - 3:00:00 AM","45916.8333333333","1,151,456 Kbit","147386304.8823","320 Kbit/s","40944.1660","0 %","0.0000","100 %","0000009999"
"9/17/2025 3:00:00 AM - 4:00:00 AM","45916.8750000000","1,158,851 Kbit","148332956.3429","322 Kbit/s","41206.8040","0 %","0.0000","100 %","0000009999"
"9/17/2025 4:00:00 AM - 5:00:00 AM","45916.9166666667","1,187,768 Kbit","152034330.6408","330 Kbit/s","42235.3954","0 %","0.0000","100 %","0000009999"
"9/17/2025 5:00:00 AM - 6:00:00 AM","45916.9583333333","1,151,483 Kbit","147389858.0654","320 Kbit/s","40945.0393","0 %","0.0000","100 %","0000009999"
"9/17/2025 6:00:00 AM - 7:00:00 AM","45917.0000000000","1,160,180 Kbit","148503055.9900","322 Kbit/s","41254.2867","0 %","0.0000","100 %","0000009999"
"9/17/2025 7:00:00 AM - 8:00:00 AM","45917.0416666667","9,736,855 Kbit","1246317469.8943","2,705 Kbit/s","346227.1877","0 %","0.0000","100 %","0000009999"
"9/17/2025 8:00:00 AM - 9:00:00 AM","45917.0833333333","96,021,281 Kbit","12290723986.1729","26,675 Kbit/s","3414384.0126","0 %","0.0000","100 %","0000009999"
"9/17/2025 9:00:00 AM - 10:00:00 AM","45917.1250000000","158,019,759 Kbit","20226529132.1086","43,898 Kbit/s","5618948.5602","0 %","0.0000","100 %","0000009999"
"9/17/2025 10:00:00 AM - 11:00:00 AM","45917.1666666667","163,405,456 Kbit","20915898424.7404","45,394 Kbit/s","5810455.9893","0 %","0.0000","100 %","0000009999"
"9/17/2025 11:00:00 AM - 12:00:00 PM","45917.2083333333","160,895,031 Kbit","20594563983.9699","44,697 Kbit/s","5721157.1967","0 %","0.0000","100 %","0000009999"
"9/17/2025 12:00:00 PM - 1:00:00 PM","45917.2500000000","124,310,512 Kbit","15911745556.4069","34,534 Kbit/s","4420322.2388","0 %","0.0000","100 %","0000009999"
"9/17/2025 1:00:00 PM - 2:00:00 PM","45917.2916666667","239,218,818 Kbit","30620008644.8204","66,455 Kbit/s","8506219.5517","0 %","0.0000","100 %","0000009999"
"9/17/2025 2:00:00 PM - 3:00:00 PM","45917.3333333333","134,490,210 Kbit","17214746888.5444","37,362 Kbit/s","4782272.6584","0 %","0.0000","100 %","0000009999"
"9/17/2025 3:00:00 PM - 4:00:00 PM","45917.3750000000","131,138,921 Kbit","16785781837.9840","36,430 Kbit/s","4663079.8612","0 %","0.0000","100 %","0000009999"
"9/17/2025 4:00:00 PM - 5:00:00 PM","45917.4166666667","107,635,733 Kbit","13777373778.2752","29,901 Kbit/s","3827356.5866","0 %","0.0000","100 %","0000009999"
"9/17/2025 5:00:00 PM - 6:00:00 PM","45917.4583333333","54,322,346 Kbit","6953260311.7298","15,091 Kbit/s","1931600.7022","0 %","0.0000","100 %","0000009999"
"9/17/2025 6:00:00 PM - 7:00:00 PM","45917.5000000000","19,443,804 Kbit","2488806924.7920","5,401 Kbit/s","691385.1903","0 %","0.0000","100 %","0000009999"
"9/17/2025 7:00:00 PM - 8:00:00 PM","45917.5416666667","3,073,144 Kbit","393362413.6223","854 Kbit/s","109275.8363","0 %","0.0000","100 %","0000009999"
"9/17/2025 8:00:00 PM - 9:00:00 PM","45917.5833333333","1,377,207 Kbit","176282478.2615","383 Kbit/s","48971.3000","0 %","0.0000","100 %","0000009999"
"9/17/2025 9:00:00 PM - 10:00:00 PM","45917.6250000000","1,300,296 Kbit","166437890.4971","361 Kbit/s","46236.6004","0 %","0.0000","100 %","0000009999"
"9/17/2025 10:00:00 PM - 11:00:00 PM","45917.6666666667","1,540,056 Kbit","197127134.3291","428 Kbit/s","54762.1008","0 %","0.0000","100 %","0000009999"
"9/17/2025 11:00:00 PM - 12:00:00 AM","45917.7083333333","1,274,216 Kbit","163099708.6469","354 Kbit/s","45309.3763","0 %","0.0000","100 %","0000009999"
"9/18/2025 12:00:00 AM - 1:00:00 AM","45917.7500000000","1,355,248 Kbit","173471774.0101","376 Kbit/s","48190.8875","0 %","0.0000","100 %","0000009999"
"9/18/2025 1:00:00 AM - 2:00:00 AM","45917.7916666667","1,297,965 Kbit","166139522.9263","361 Kbit/s","46153.8418","0 %","0.0000","100 %","0000009999"
"9/18/2025 2:00:00 AM - 3:00:00 AM","45917.8333333333","1,288,067 Kbit","164872571.9672","358 Kbit/s","45801.6262","0 %","0.0000","100 %","0000009999"
"9/18/2025 3:00:00 AM - 4:00:00 AM","45917.8750000000","1,299,729 Kbit","166365334.5527","361 Kbit/s","46216.0591","0 %","0.0000","100 %","0000009999"
"9/18/2025 4:00:00 AM - 5:00:00 AM","45917.9166666667","1,282,294 Kbit","164133670.4615","356 Kbit/s","45596.3593","0 %","0.0000","100 %","0000009999"
"9/18/2025 5:00:00 AM - 6:00:00 AM","45917.9583333333","1,286,254 Kbit","164640492.3519","357 Kbit/s","45737.2815","0 %","0.0000","100 %","0000009999"
"9/18/2025 6:00:00 AM - 7:00:00 AM","45918.0000000000","1,284,819 Kbit","164456782.8569","357 Kbit/s","45685.6123","0 %","0.0000","100 %","0000009999"
"9/18/2025 7:00:00 AM - 8:00:00 AM","45918.0416666667","7,754,430 Kbit","992567065.2819","2,154 Kbit/s","275732.2218","0 %","0.0000","100 %","0000009999"
